Activity,Site_Number,Account_Name,FE,SSO,Lat,Lon,Dup Count,NewLat,NewLon
1-232623774701,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,332,40.77870057,-73.9569552
1-232623774701,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,333,40.77879399,-73.95611782
1-232623774701,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,334,40.77870354,-73.95527233
1-232623774701,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,335,40.77871238,-73.95519607
1-232623774701,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,336,40.77859626,-73.95595915
1-228584734500,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,337,40.77866194,-73.95686001
1-243436436191,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,338,40.77884904,-73.95707039
1-243436436191,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,339,40.77898553,-73.95639687
1-267862503158,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,340,40.77914593,-73.95545869
1-230929614766,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,341,40.77896665,-73.9551184
1-230437552405,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,342,40.77881251,-73.95568886
1-230440725732,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,343,40.77882523,-73.9566456
1-228917047387,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,344,40.77899312,-73.95710899
1-230211100167,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,345,40.77936182,-73.956653
1-231488485266,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,346,40.77937622,-73.95569685
1-234249409417,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,347,40.77922309,-73.95511964
1-227657295887,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,348,40.77904322,-73.95545204
1-227657295887,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,349,40.77900197,-73.95638844
1-228924138315,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,350,40.77933727,-73.95706793
1-230088224483,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,351,40.77952473,-73.95686578
1-235432387286,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,352,40.779592,-73.95596785
1-230808139173,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,353,40.77947722,-73.95519969
1-236112194447,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,354,40.77928593,-73.95526755
1-231139691791,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,355,40.779394,-73.95610903
1-226939924551,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,356,40.77948594,-73.95695049
1-227895953436,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,357,40.77967723,-73.95701828
1-227895953436,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,358,40.779792,-73.95625009
1-227895953436,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,359,40.77972472,-73.95535218
1-227895953436,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,360,40.77973726,-73.95515008
1-234721276891,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,361,40.77960196,-73.95582961
1-228379047844,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,362,40.77964322,-73.95676601
1-228379047844,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,363,40.77982311,-73.95709835
1-228513832714,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,364,40.77997623,-73.95652109
1-230933150786,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,365,40.78016181,-73.95556495
1-230933150786,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,366,40.77999311,-73.95510901
1-230939050942,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,367,40.77982523,-73.95557245
1-234346546990,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,368,40.77981251,-73.95652919
1-231266073603,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,369,40.77996666,-73.95709961
1-231266073603,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,370,40.78034594,-73.95675926
1-231524663351,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,371,40.78038553,-73.95582107
1-231524663351,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,372,40.78024903,-73.95514759
1-233052054045,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,373,40.78006193,-73.95535803
1-233834725574,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,374,40.77999626,-73.95625891
1-234756164720,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,375,40.78031239,-73.95702196
1-229034409643,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,376,40.78050355,-73.95694564
1-229034409643,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,377,40.78059399,-73.95610012
1-231465526071,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,378,40.78050056,-73.95526276
1-231465526071,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,379,40.78030916,-73.95520343
1-229515210346,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,380,40.78039576,-73.95597668
1-229428475780,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,381,40.78046462,-73.95687158
1-233063049201,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,382,40.78065243,-73.95706537
1-233343595830,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,383,40.78078652,-73.95637988
1-233343595830,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,384,40.78074361,-73.95544534
1-233343595830,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,385,40.78076314,-73.95512097
1-233744132178,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,386,40.78061105,-73.95570499
1-236117083273,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,387,40.78062716,-73.95666045
1-230615034865,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,388,40.78079666,-73.95710891
1-233063149671,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,389,40.78096372,-73.95663806
1-226939951971,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,390,40.78117474,-73.95568079
1-226939951971,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,391,40.78101959,-73.95511722
1-227798420836,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,392,40.78084091,-73.95546548
1-230234614048,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,393,40.78080299,-73.9564054
1-230982301695,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,394,40.78094068,-73.9570728
1-230982301695,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,395,40.78132739,-73.95685409
1-235128661797,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,396,40.78139147,-73.95595035
1-235128661797,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,397,40.78127399,-73.95519247
1-235128661797,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,398,40.78108297,-73.95527724
1-235128661797,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,399,40.78099403,-73.95612673
1-235128661797,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,400,40.78128894,-73.95695992
1-234795966726,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,401,40.78148044,-73.95701078
1-227546977400,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,402,40.78159247,-73.95623254
1-228923536945,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,403,40.78152202,-73.95534073
1-228715696576,617887,HOSPITAL FOR SPECIAL SURGERY,Abramchayev,212035743,40.765394,-73.953309,404,40.78133388,-73.95515526
1-230209763345,617887,HOSPITAL FOR SPECIAL SURGERY,Gass,212044304,40.765394,-73.953309,405,40.78140101,-73.95584665
1-230792185652,617887,HOSPITAL FOR SPECIAL SURGERY,Guerreiro,212056749,40.765394,-73.953309,406,40.78144557,-73.95677925
1-234888699594,617887,HOSPITAL FOR SPECIAL SURGERY,Rusko,212058138,40.765394,-73.953309,407,40.7816266,-73.95709562
1-228075580641,617887,HOSPITAL FOR SPECIAL SURGERY,Rusko,212058138,40.765394,-73.953309,408,40.78177766,-73.9565049
1-231601960481,617887,HOSPITAL FOR SPECIAL SURGERY,Rusko,212058138,40.765394,-73.953309,409,40.78175986,-73.95555019
1-228711961671,617887,HOSPITAL FOR SPECIAL SURGERY,Rusko,212058138,40.765394,-73.953309,410,40.78178957,-73.95510925
1-234583958271,617887,HOSPITAL FOR SPECIAL SURGERY,Rusko,212058138,40.765394,-73.953309,411,40.78162335,-73.95558747
1-234583958271,617887,HOSPITAL FOR SPECIAL SURGERY,Rusko,212058138,40.765394,-73.953309,412,40.78161403,-73.95654519
1-230324459675,617887,HOSPITAL FOR SPECIAL SURGERY,Rusko,212058138,40.765394,-73.953309,413,40.78177017,-73.95710188
1-230324459675,617887,HOSPITAL FOR SPECIAL SURGERY,Rusko,212058138,40.765394,-73.953309,414,40.78194822,-73.95674571
1-230483649217,617887,HOSPITAL FOR SPECIAL SURGERY,Rusko,212058138,40.765394,-73.953309,415,40.78218448,-73.95580416
1-230483649217,617887,HOSPITAL FOR SPECIAL SURGERY,Rusko,212058138,40.765394,-73.953309,416,40.78204561,-73.95514287
1-233012275531,617887,HOSPITAL FOR SPECIAL SURGERY,Rusko,212058138,40.765394,-73.953309,417,40.78185929,-73.95536984
1-234464632160,617887,HOSPITAL FOR SPECIAL SURGERY,Caro,212059862,40.765394,-73.953309,418,40.78179682,-73.95627639
1-234464632160,617887,HOSPITAL FOR SPECIAL SURGERY,Caro,212059862,40.765394,-73.953309,419,40.78191563,-73.95702904
1-234464632160,617887,HOSPITAL FOR SPECIAL SURGERY,Caro,212059862,40.765394,-73.953309,420,40.7823065,-73.95693581
1-234464886283,617887,HOSPITAL FOR SPECIAL SURGERY,Caro,212059862,40.765394,-73.953309,421,40.78239393,-73.95608242
1-229050464237,617887,HOSPITAL FOR SPECIAL SURGERY,Roche,212362149,40.765394,-73.953309,422,40.78229755,-73.95525346
1-227444627541,617887,HOSPITAL FOR SPECIAL SURGERY,Roche,212362149,40.765394,-73.953309,423,40.78210597,-73.95521109
1-232711028011,617887,HOSPITAL FOR SPECIAL SURGERY,Roche,212362149,40.765394,-73.953309,424,40.78199532,-73.95599425
1-231008338684,617887,HOSPITAL FOR SPECIAL SURGERY,Roche,212362149,40.765394,-73.953309,425,40.78226734,-73.95688291
1-227643315421,617887,HOSPITAL FOR SPECIAL SURGERY,Roche,212362149,40.765394,-73.953309,426,40.78245581,-73.95706005
1-227643315421,617887,HOSPITAL FOR SPECIAL SURGERY,Roche,212362149,40.765394,-73.953309,427,40.78258745,-73.95636279
1-228517408841,617887,HOSPITAL FOR SPECIAL SURGERY,Roche,212362149,40.765394,-73.953309,428,40.78254123,-73.95543221
1-233315696471,617887,HOSPITAL FOR SPECIAL SURGERY,Roche,212362149,40.765394,-73.953309,429,40.78235965,-73.95512386
1-233315696471,617887,HOSPITAL FOR SPECIAL SURGERY,Roche,212362149,40.765394,-73.953309,430,40.78240965,-73.95572125
1-234477702537,617887,HOSPITAL FOR SPECIAL SURGERY,Roche,212362149,40.765394,-73.953309,431,40.78242914,-73.95667513
1-231639531451,617887,HOSPITAL FOR SPECIAL SURGERY,Roche,212362149,40.765394,-73.953309,432,40.7826002,-73.95710852
1-228592474998,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,433,40.78276556,-73.95662295
1-228592474998,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,434,40.78277319,-73.95566486
1-227672558674,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,435,40.78281607,-73.95511511
1-227574114501,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,436,40.78263866,-73.95547914
1-228398843121,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,437,40.78260407,-73.95642226
1-228398843121,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,438,40.7827441,-73.95707737
1-234281868688,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,439,40.78293001,-73.95684217
1-227574152941,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,440,40.78319087,-73.95593289
1-233322435821,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,441,40.78307073,-73.95518553
1-225656466269,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,442,40.78288004,-73.9552872
1-230791592734,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,443,40.78279413,-73.95614443
1-227819299271,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,444,40.78289197,-73.95696908
1-227819299271,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,445,40.78328362,-73.95700298
1-228444514161,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,446,40.78339287,-73.95621496
1-232858012116,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,447,40.78331928,-73.95532952
1-233357586951,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,448,40.78313051,-73.95516073
1-234349250437,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,449,40.78300011,-73.95586378
1-227672541569,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,450,40.78324797,-73.95679228
1-227672541569,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,451,40.78343009,-73.95709258
1-227574271641,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,452,40.78357903,-73.95648858
1-228671300941,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,453,40.78355785,-73.95553559
1-227672566888,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,454,40.78338603,-73.95510979
1-231981845551,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,455,40.78342153,-73.95560266
1-231981583808,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,456,40.7834156,-73.95656105
1-230389565867,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,457,40.78357369,-73.95710383
1-227444570841,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,458,40.78375045,-73.95673197
1-227444570841,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,459,40.78378337,-73.95578735
1-227672558924,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,460,40.78384219,-73.95513846
1-232837726158,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,461,40.7836567,-73.95538188
1-227446815461,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,462,40.78359745,-73.95629381
1-228247044531,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,463,40.7837189,-73.95703583
1-228247044531,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,464,40.78390941,-73.95692573
1-228037908351,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,465,40.7841938,-73.95606473
1-228037908351,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,466,40.7840945,-73.95524443
1-228033814401,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,467,40.7839028,-73.95521902
1-234052363771,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,468,40.78379495,-73.95601185
1-234052363771,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,469,40.7838701,-73.956894
1-227750106419,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,470,40.78425917,-73.95705443
1-231978525161,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,471,40.78438832,-73.95634563
1-229000144017,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,472,40.78433882,-73.95541928
1-229000144017,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,473,40.78415617,-73.95512705
1-234280390624,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,474,40.7840083,-73.95573762
1-231377027751,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,475,40.78423117,-73.95668964
1-232711084901,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,476,40.78440374,-73.95710781
1-232711084901,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,477,40.78456736,-73.95660769
1-233015634253,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,478,40.78457159,-73.95564907
1-231100055461,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,479,40.78441255,-73.95511331
1-231100055461,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,480,40.78443645,-73.95549298
1-227672682136,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,481,40.78440521,-73.95643902
1-228036173021,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,482,40.78454753,-73.95708164
1-226980954995,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,483,40.78473258,-73.95683002
1-226980954995,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,484,40.78479022,-73.9559155
1-226980954995,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,485,40.78486745,-73.95517888
1-233374977418,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,486,40.78467715,-73.95529741
1-233374977418,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,487,40.78459428,-73.95616211
1-233374977418,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,488,40.78469503,-73.95697798
1-233814306214,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,489,40.78488677,-73.95699491
1-233814306214,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,490,40.78519322,-73.95619734
1-233814306214,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,491,40.7851165,-73.95531855
1-233814306214,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,492,40.78492716,-73.9551665
1-228517496411,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,493,40.78479927,-73.95588098
1-230279970983,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,494,40.78485041,-73.9568051
1-230279970983,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,495,40.78523357,-73.95708923
1-228998516214,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,496,40.78538035,-73.95647214
1-234280399968,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,497,40.7853558,-73.95552118
1-233374500186,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,498,40.78518249,-73.95511066
1-233374500186,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,499,40.78501977,-73.955618
1-231978807601,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,500,40.78521723,-73.95657677
1-230379056046,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,501,40.78537721,-73.95710547
1-230355626251,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,502,40.78555263,-73.95671802
1-234331685754,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,503,40.7855822,-73.95577064
1-227870751141,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,504,40.78543874,-73.95513434
1-234619837442,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,505,40.78545415,-73.95539414
1-230361980539,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,506,40.78539813,-73.95631118
1-230374424930,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,507,40.7855222,-73.95704233
1-231707355061,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,508,40.78571228,-73.95691538
1-227672472187,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,509,40.78579362,-73.95604705
1-232837342673,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,510,40.78589143,-73.95523567
1-230742247351,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,511,40.78569966,-73.95522723
1-233357735531,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,512,40.78559463,-73.95602948
1-227574153131,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,513,40.7856729,-73.95690484
1-228444482261,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,514,40.7858625,-73.95704851
1-228444482261,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,515,40.78618913,-73.9563284
1-228444482261,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,516,40.78613635,-73.95540657
1-228649959801,617887,HOSPITAL FOR SPECIAL SURGERY,Bonello,212462453,40.765394,-73.953309,517,40.7859527,-73.95513056
1-234280399219,617887,HOSPITAL FOR SPECIAL SURGERY,Castro,212589148,40.765394,-73.953309,518,40.78580702,-73.95575412
1-233957890535,617887,HOSPITAL FOR SPECIAL SURGERY,Castro,212589148,40.765394,-73.953309,519,40.78583325,-73.95670396
1-232838345063,617887,HOSPITAL FOR SPECIAL SURGERY,Castro,212589148,40.765394,-73.953309,520,40.78620727,-73.9571068
1-232838345063,617887,HOSPITAL FOR SPECIAL SURGERY,Castro,212589148,40.765394,-73.953309,521,40.78636909,-73.95659227
1-235410145831,617887,HOSPITAL FOR SPECIAL SURGERY,Castro,212589148,40.765394,-73.953309,522,40.78636993,-73.95563342
1-232837725885,617887,HOSPITAL FOR SPECIAL SURGERY,Castro,212589148,40.765394,-73.953309,523,40.78620902,-73.95511182
1-240354093451,617887,HOSPITAL FOR SPECIAL SURGERY,Castro,212589148,40.765394,-73.953309,524,40.7860343,-73.95550702
1-232837727435,617887,HOSPITAL FOR SPECIAL SURGERY,Castro,212589148,40.765394,-73.953309,525,40.7862064,-73.95645568
1-232837727435,617887,HOSPITAL FOR SPECIAL SURGERY,Castro,212589148,40.765394,-73.953309,526,40.78635098,-73.9570856
1-233076229018,617887,HOSPITAL FOR SPECIAL SURGERY,Castro,212589148,40.765394,-73.953309,527,40.78653511,-73.95681764
1-233076229018,617887,HOSPITAL FOR SPECIAL SURGERY,Castro,212589148,40.765394,-73.953309,528,40.7865895,-73.95589816
1-228099939116,617887,HOSPITAL FOR SPECIAL SURGERY,Castro,212589148,40.765394,-73.953309,529,40.78646415,-73.95517253
1-228099939116,617887,HOSPITAL FOR SPECIAL SURGERY,Castro,212589148,40.765394,-73.953309,530,40.7864743,-73.95530788
1-231627444231,617887,HOSPITAL FOR SPECIAL SURGERY,Castro,212589148,40.765394,-73.953309,531,40.7863945,-73.95617978
1-232627804261,617887,HOSPITAL FOR SPECIAL SURGERY,Bayron,212591103,40.765394,-73.953309,532,40.78649812,-73.9569866
1-232854018751,617887,HOSPITAL FOR SPECIAL SURGERY,Bayron,212591103,40.765394,-73.953309,533,40.78668989,-73.95698656
1-227673279124,617887,HOSPITAL FOR SPECIAL SURGERY,Tang,212591122,40.765394,-73.953309,534,40.7867935,-73.95617969
1-230364233432,617887,HOSPITAL FOR SPECIAL SURGERY,Guerreiro,212604538,40.765394,-73.953309,535,40.78691369,-73.95530783
1-230365917927,617887,HOSPITAL FOR SPECIAL SURGERY,Guerreiro,212604538,40.765394,-73.953309,536,40.78672383,-73.95517256
1-228643588213,617887,HOSPITAL FOR SPECIAL SURGERY,Medrad_131702,Medrad_QUEUE,40.765394,-73.953309,537,40.78659849,-73.95589825
